id,caption,qas
coco_291438,A traffic light has sad faces on the lights.,"[{""question"": ""is this a traffic light?"", ""answer"": ""yes""}, {""question"": ""are there lights on the traffic light?"", ""answer"": ""yes""}, {""question"": ""are there sad faces on the lights?"", ""answer"": ""yes""}, {""question"": ""what is on the lights?"", ""answer"": ""sad faces""}]"
coco_393744,A low ride pickup truck with no bed and a man sitting on the rear tire.,"[{""question"": ""is this a pickup truck?"", ""answer"": ""yes""}, {""question"": ""is there a man sitting on the rear tire?"", ""answer"": ""yes""}, {""question"": ""who is sitting on the rear tire?"", ""answer"": ""man""}, {""question"": ""is there a rear tire?"", ""answer"": ""yes""}, {""question"": ""what type of tire is this?"", ""answer"": ""rear tire""}, {""question"": ""is the man sitting on the rear tire?"", ""answer"": ""yes""}, {""question"": ""is the pickup truck low ride?"", ""answer"": ""yes""}, {""question"": ""is the pickup truck low ride or high ride?"", ""answer"": ""low ride""}, {""question"": ""is the pickup truck no bed?"", ""answer"": ""yes""}, {""question"": ""is the pickup truck no bed or with bed?"", ""answer"": ""no bed""}]"
coco_742918,A large clock tower sits in front of a body of water.,"[{""question"": ""is this a clock tower?"", ""answer"": ""yes""}, {""question"": ""what type of building is this?"", ""answer"": ""clock tower""}, {""question"": ""is there a body of water?"", ""answer"": ""yes""}, {""question"": ""is the clock tower sitting in front of the body of water?"", ""answer"": ""yes""}, {""question"": ""is the clock tower large?"", ""answer"": ""yes""}, {""question"": ""is the clock tower large or small?"", ""answer"": ""large""}, {""question"": ""is the clock tower in front of the body of water?"", ""answer"": ""yes""}, {""question"": ""is the clock tower in front of or behind the body of water?"", ""answer"": ""in front of""}]"
coco_66842,White flowers sit in a vase by the window.,"[{""question"": ""are there flowers in the vase?"", ""answer"": ""yes""}, {""question"": ""what type of plant is this?"", ""answer"": ""flowers""}, {""question"": ""is there a vase?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""vase""}, {""question"": ""is there a window?"", ""answer"": ""yes""}, {""question"": ""are the flowers sitting in the vase?"", ""answer"": ""yes""}, {""question"": ""are the flowers white?"", ""answer"": ""yes""}, {""question"": ""what color are the flowers?"", ""answer"": ""white""}, {""question"": ""are the flowers by the window?"", ""answer"": ""yes""}]"
coco_178484,Shot of a person in a wooden boat on the shore of a beach.,"[{""question"": ""is there a person in a wooden boat?"", ""answer"": ""yes""}, {""question"": ""who is in the wooden boat?"", ""answer"": ""person""}, {""question"": ""is this a wooden boat?"", ""answer"": ""yes""}, {""question"": ""what type of boat is this?"", ""answer"": ""wooden boat""}, {""question"": ""is this a shore?"", ""answer"": ""yes""}, {""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""is this a shot?"", ""answer"": ""yes""}]"
coco_301710,Two giraffes walking next to each other. ,"[{""question"": ""are there giraffes?"", ""answer"": ""yes""}, {""question"": ""what animals are in the picture?"", ""answer"": ""giraffes""}, {""question"": ""are the giraffes walking?"", ""answer"": ""yes""}, {""question"": ""are there two giraffes?"", ""answer"": ""yes""}, {""question"": ""how many giraffes are in the picture?"", ""answer"": ""2""}, {""question"": ""are the giraffes next to each other?"", ""answer"": ""yes""}, {""question"": ""are the giraffes next to each other or far away from each other?"", ""answer"": ""next to each other""}]"
coco_422755,A woman is laying on the bed in stockings with her skirt pulled up.,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is laying on the bed?"", ""answer"": ""woman""}, {""question"": ""is there a bed?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bed""}, {""question"": ""is the woman wearing stockings?"", ""answer"": ""yes""}, {""question"": ""is the woman laying on the bed?"", ""answer"": ""yes""}, {""question"": ""is the skirt pulled up?"", ""answer"": ""yes""}, {""question"": ""is the skirt pulled up or pulled down?"", ""answer"": ""pulled up""}]"
coco_474751,Well decorated bathroom in a small yellow tinted area.,"[{""question"": ""is this a bathroom?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""bathroom""}, {""question"": ""is this an area?"", ""answer"": ""yes""}, {""question"": ""is the bathroom decorated?"", ""answer"": ""yes""}, {""question"": ""is the area yellow?"", ""answer"": ""yes""}, {""question"": ""what color is the area?"", ""answer"": ""yellow""}, {""question"": ""is the area small?"", ""answer"": ""yes""}, {""question"": ""is the area small or large?"", ""answer"": ""small""}, {""question"": ""is the area tinted?"", ""answer"": ""yes""}, {""question"": ""is the area tinted or clear?"", ""answer"": ""tinted""}, {""question"": ""is the bathroom well decorated?"", ""answer"": ""yes""}]"
coco_403500,A group of women standing around a cake sitting on top of a table.,"[{""question"": ""are there women standing around a cake?"", ""answer"": ""yes""}, {""question"": ""is there a cake?"", ""answer"": ""yes""}, {""question"": ""what type of food is on the table?"", ""answer"": ""cake""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""are the women standing around a cake?"", ""answer"": ""yes""}, {""question"": ""is this a group of women?"", ""answer"": ""yes""}, {""question"": ""is the cake on top of the table?"", ""answer"": ""yes""}, {""question"": ""is the cake on top of or under the table?"", ""answer"": ""on top of""}]"
coco_754856,A lot of sheep in a very small fenced in stall with hay on the floor.,"[{""question"": ""are there sheep in the stall?"", ""answer"": ""yes""}, {""question"": ""what animals are in the stall?"", ""answer"": ""sheep""}, {""question"": ""is there a stall?"", ""answer"": ""yes""}, {""question"": ""is there hay on the floor?"", ""answer"": ""yes""}, {""question"": ""what is on the floor?"", ""answer"": ""hay""}, {""question"": ""are there a lot of sheep in the stall?"", ""answer"": ""yes""}, {""question"": ""is the stall very small?"", ""answer"": ""yes""}, {""question"": ""is the stall very small or very large?"", ""answer"": ""very small""}, {""question"": ""is the stall fenced in?"", ""answer"": ""yes""}, {""question"": ""is the stall fenced in or open?"", ""answer"": ""fenced in""}, {""question"": ""is the hay on the floor?"", ""answer"": ""yes""}, {""question"": ""is the hay on the floor or on the ceiling?"", ""answer"": ""on the floor""}]"
coco_673076,a group of people that are petting a cat,"[{""question"": ""are there people petting a cat?"", ""answer"": ""yes""}, {""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""are the people petting a cat?"", ""answer"": ""yes""}, {""question"": ""what are the people doing to the cat?"", ""answer"": ""petting""}, {""question"": ""is this a group of people?"", ""answer"": ""yes""}]"
coco_12694,Two girls playing frisbee out in the sun.,"[{""question"": ""are there girls playing frisbee?"", ""answer"": ""yes""}, {""question"": ""who is playing frisbee?"", ""answer"": ""girls""}, {""question"": ""is there a frisbee?"", ""answer"": ""yes""}, {""question"": ""what is the girls playing with?"", ""answer"": ""frisbee""}, {""question"": ""is the sun out?"", ""answer"": ""yes""}, {""question"": ""are the girls playing frisbee?"", ""answer"": ""yes""}, {""question"": ""what are the girls doing?"", ""answer"": ""playing""}, {""question"": ""are there two girls?"", ""answer"": ""yes""}, {""question"": ""how many girls are there?"", ""answer"": ""2""}, {""question"": ""are the girls playing frisbee out in the sun?"", ""answer"": ""yes""}, {""question"": ""are the girls playing frisbee out or in?"", ""answer"": ""out""}]"
coco_801393,A small boy trying to fly a small kite,"[{""question"": ""is this a boy?"", ""answer"": ""yes""}, {""question"": ""is this a kite?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""kite""}, {""question"": ""is the boy trying to fly a kite?"", ""answer"": ""yes""}, {""question"": ""is the boy small?"", ""answer"": ""yes""}]"
coco_642351,Room in residence with art work and electronic equipment.,"[{""question"": ""is this a room in a residence?"", ""answer"": ""yes""}, {""question"": ""is this a residence?"", ""answer"": ""yes""}, {""question"": ""is there art work in the room?"", ""answer"": ""yes""}, {""question"": ""is there electronic equipment in the room?"", ""answer"": ""yes""}]"
coco_728308,Partially open door leading to a kitchen from a hallway.,"[{""question"": ""is there a door leading to a kitchen from a hallway?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""door""}, {""question"": ""is this a kitchen?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""kitchen""}, {""question"": ""is this a hallway?"", ""answer"": ""yes""}, {""question"": ""is the door leading to a kitchen from a hallway?"", ""answer"": ""yes""}, {""question"": ""is the door partially open?"", ""answer"": ""yes""}, {""question"": ""is the door partially open or fully open?"", ""answer"": ""partially open""}]"
coco_130047,A bright pink toilet seat in a bathroom. ,"[{""question"": ""is this a toilet seat?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""toilet seat""}, {""question"": ""is this a bathroom?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""bathroom""}, {""question"": ""is the toilet seat bright pink?"", ""answer"": ""yes""}, {""question"": ""what color is the toilet seat?"", ""answer"": ""bright pink""}]"
coco_290510,A group of young women holding umbrellas while walking down a street.,"[{""question"": ""are there women?"", ""answer"": ""yes""}, {""question"": ""are the women holding umbrellas?"", ""answer"": ""yes""}, {""question"": ""what are the women holding?"", ""answer"": ""umbrellas""}, {""question"": ""is this a street?"", ""answer"": ""yes""}, {""question"": ""are the women walking down the street?"", ""answer"": ""yes""}, {""question"": ""is this a group of women?"", ""answer"": ""yes""}, {""question"": ""is this a group or a single person?"", ""answer"": ""group""}, {""question"": ""are the women young?"", ""answer"": ""yes""}, {""question"": ""are the women young or old?"", ""answer"": ""young""}]"
coco_684639,A view of a cat lying in a open suitcase.,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""what type of container is this?"", ""answer"": ""suitcase""}, {""question"": ""is the cat lying in the suitcase?"", ""answer"": ""yes""}, {""question"": ""what is the cat doing in the suitcase?"", ""answer"": ""lying""}, {""question"": ""is the suitcase open?"", ""answer"": ""yes""}, {""question"": ""is the suitcase open or closed?"", ""answer"": ""open""}, {""question"": ""is this a view?"", ""answer"": ""yes""}]"
coco_502414,A man riding a skateboard on the side of a  metal rail.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is riding a skateboard?"", ""answer"": ""man""}, {""question"": ""is this a skateboard?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""skateboard""}, {""question"": ""is there a rail?"", ""answer"": ""yes""}, {""question"": ""is the man riding a skateboard?"", ""answer"": ""yes""}, {""question"": ""is the man riding on the side of the rail?"", ""answer"": ""yes""}, {""question"": ""is the man riding on the side or the top of the rail?"", ""answer"": ""side""}, {""question"": ""is the rail metal?"", ""answer"": ""yes""}, {""question"": ""what is the material of the rail?"", ""answer"": ""metal""}]"
coco_380967,A clock mounted to the side of a building.,"[{""question"": ""is this a clock?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""clock""}, {""question"": ""is this a building?"", ""answer"": ""yes""}, {""question"": ""is the clock mounted to the side of the building?"", ""answer"": ""yes""}, {""question"": ""is the clock mounted to the side or the front of the building?"", ""answer"": ""side""}]"
coco_828781,Three men are pushing a horse onto the back of a horse trailer.,"[{""question"": ""are there men?"", ""answer"": ""yes""}, {""question"": ""who are pushing a horse onto the back of a horse trailer?"", ""answer"": ""men""}, {""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is this a horse trailer?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""horse trailer""}, {""question"": ""are the men pushing a horse onto the back of a horse trailer?"", ""answer"": ""yes""}, {""question"": ""are there three men?"", ""answer"": ""yes""}, {""question"": ""how many men are there?"", ""answer"": ""3""}, {""question"": ""are the men pushing a horse onto or off of the back of a horse trailer?"", ""answer"": ""onto""}]"
coco_379316,A man and woman in attic with vacuums and a toilet seat.,"[{""question"": ""is this an attic?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""attic""}, {""question"": ""are there vacuums?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""vacuums""}, {""question"": ""is there a toilet seat?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""toilet seat""}]"
coco_245420,A little poodle puppy laying near a newspaper with a look of guilt.,"[{""question"": ""is this a poodle puppy?"", ""answer"": ""yes""}, {""question"": ""is there a newspaper?"", ""answer"": ""yes""}, {""question"": ""what type of paper is this?"", ""answer"": ""newspaper""}, {""question"": ""is the poodle puppy laying?"", ""answer"": ""yes""}, {""question"": ""is the poodle puppy little?"", ""answer"": ""yes""}, {""question"": ""does the poodle puppy have a look of guilt?"", ""answer"": ""yes""}]"
coco_84338,People watch a man delivering a lecture on a screen.,"[{""question"": ""are there people watching a man delivering a lecture on a screen?"", ""answer"": ""yes""}, {""question"": ""is there a man delivering a lecture on a screen?"", ""answer"": ""yes""}, {""question"": ""who is delivering a lecture on a screen?"", ""answer"": ""man""}, {""question"": ""is there a screen?"", ""answer"": ""yes""}, {""question"": ""are the people watching a man delivering a lecture on a screen?"", ""answer"": ""yes""}, {""question"": ""is the man delivering a lecture on a screen?"", ""answer"": ""yes""}, {""question"": ""what is the man doing?"", ""answer"": ""delivering a lecture""}, {""question"": ""is the man delivering a lecture?"", ""answer"": ""yes""}, {""question"": ""what is the man delivering?"", ""answer"": ""lecture""}]"
coco_442767,An older photo of a woman on a tennis court posing with her raquet.,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""who is on the tennis court?"", ""answer"": ""woman""}, {""question"": ""is this a tennis court?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""tennis court""}, {""question"": ""is the woman posing with a raquet?"", ""answer"": ""yes""}, {""question"": ""what is the woman posing with?"", ""answer"": ""raquet""}, {""question"": ""is the woman posing?"", ""answer"": ""yes""}, {""question"": ""is this an older photo?"", ""answer"": ""yes""}]"
coco_595263,some baseball players are playing baseball and a camera man,"[{""question"": ""are there baseball players?"", ""answer"": ""yes""}, {""question"": ""are the baseball players playing baseball?"", ""answer"": ""yes""}, {""question"": ""what sport are the players playing?"", ""answer"": ""baseball""}, {""question"": ""is there a camera man?"", ""answer"": ""yes""}, {""question"": ""who is not playing baseball?"", ""answer"": ""camera man""}, {""question"": ""are there some baseball players?"", ""answer"": ""yes""}]"
coco_596248,Many photos are arranged to show a couple holding hands in bed.,"[{""question"": ""is this a couple?"", ""answer"": ""yes""}, {""question"": ""who is holding hands in bed?"", ""answer"": ""couple""}, {""question"": ""are there hands?"", ""answer"": ""yes""}, {""question"": ""what body part is in the photo?"", ""answer"": ""hands""}, {""question"": ""is there a bed?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bed""}, {""question"": ""are the couple holding hands?"", ""answer"": ""yes""}, {""question"": ""what are the couple doing?"", ""answer"": ""holding hands""}, {""question"": ""are there many photos?"", ""answer"": ""yes""}, {""question"": ""are the photos arranged?"", ""answer"": ""yes""}, {""question"": ""are the photos arranged to show something?"", ""answer"": ""yes""}, {""question"": ""are the photos arranged to show something or to hide something?"", ""answer"": ""to show""}]"
coco_736902,A man on ski's that is in the air.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is the man on ski's?"", ""answer"": ""yes""}, {""question"": ""is the man in the air?"", ""answer"": ""yes""}]"
coco_595430,"A plate of food sitting on a table, it appears to be a salad.","[{""question"": ""is there a plate of food?"", ""answer"": ""yes""}, {""question"": ""is there food?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is this a salad?"", ""answer"": ""yes""}, {""question"": ""is the plate of food sitting on the table?"", ""answer"": ""yes""}]"
coco_483419,Two tennis players shaking hands on the court ,"[{""question"": ""are there tennis players?"", ""answer"": ""yes""}, {""question"": ""is this a court?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""court""}, {""question"": ""are the tennis players shaking hands?"", ""answer"": ""yes""}, {""question"": ""are there two tennis players?"", ""answer"": ""yes""}]"
coco_579494,Pair of small planes flying near each other on stormy day.,"[{""question"": ""are there planes flying near each other?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""planes""}, {""question"": ""are the planes flying?"", ""answer"": ""yes""}, {""question"": ""are there a pair of small planes?"", ""answer"": ""yes""}, {""question"": ""how many planes are there?"", ""answer"": ""2""}, {""question"": ""are the planes flying near each other?"", ""answer"": ""yes""}, {""question"": ""are the planes flying near each other or far from each other?"", ""answer"": ""near each other""}, {""question"": ""is this a stormy day?"", ""answer"": ""yes""}, {""question"": ""is this a stormy day or a sunny day?"", ""answer"": ""stormy day""}]"
coco_714042,A young girl is surfing and just about to wipe out.,"[{""question"": ""is this a girl?"", ""answer"": ""yes""}, {""question"": ""is the girl surfing?"", ""answer"": ""yes""}, {""question"": ""what is the girl doing?"", ""answer"": ""surfing""}, {""question"": ""is the girl young?"", ""answer"": ""yes""}, {""question"": ""is the girl just about to wipe out?"", ""answer"": ""yes""}]"
coco_575312,some baseballs players watching a batter at home plate ,"[{""question"": ""are there baseballs players?"", ""answer"": ""yes""}, {""question"": ""who is watching a batter at home plate?"", ""answer"": ""baseballs players""}, {""question"": ""is there a batter at home plate?"", ""answer"": ""yes""}, {""question"": ""who is at home plate?"", ""answer"": ""batter""}, {""question"": ""is there a home plate?"", ""answer"": ""yes""}, {""question"": ""are the baseballs players watching a batter at home plate?"", ""answer"": ""yes""}, {""question"": ""are there some baseballs players?"", ""answer"": ""yes""}]"
coco_134141,A horse pulling a large carriage down the street with several people on the carriage.,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is there a carriage?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""carriage""}, {""question"": ""are there people on the carriage?"", ""answer"": ""yes""}, {""question"": ""is the horse pulling the carriage?"", ""answer"": ""yes""}, {""question"": ""is the carriage large?"", ""answer"": ""yes""}, {""question"": ""is the carriage large or small?"", ""answer"": ""large""}, {""question"": ""is the carriage going down the street?"", ""answer"": ""yes""}, {""question"": ""is the carriage going down the street or up the street?"", ""answer"": ""down the street""}, {""question"": ""are there several people on the carriage?"", ""answer"": ""yes""}]"
coco_93899,"Entire front yard is filled with snow while people walk around.
","[{""question"": ""is there snow?"", ""answer"": ""yes""}, {""question"": ""what is in the front yard?"", ""answer"": ""snow""}, {""question"": ""are there people walking around?"", ""answer"": ""yes""}, {""question"": ""are the people walking around?"", ""answer"": ""yes""}, {""question"": ""what are the people doing?"", ""answer"": ""walking around""}, {""question"": ""is the front yard filled with snow?"", ""answer"": ""yes""}, {""question"": ""is the front yard filled with snow or water?"", ""answer"": ""snow""}]"
coco_627924,Two people standing on a beach flying a kite.,"[{""question"": ""are there people on the beach?"", ""answer"": ""yes""}, {""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""beach""}, {""question"": ""is there a kite?"", ""answer"": ""yes""}, {""question"": ""what is the people flying?"", ""answer"": ""kite""}, {""question"": ""are the people standing on the beach?"", ""answer"": ""yes""}, {""question"": ""are the people flying a kite?"", ""answer"": ""yes""}, {""question"": ""are there two people on the beach?"", ""answer"": ""yes""}]"
coco_393960,Two animals playing outside on a tree branch.,"[{""question"": ""are there animals playing outside on a tree branch?"", ""answer"": ""yes""}, {""question"": ""what animals are playing outside on a tree branch?"", ""answer"": ""animals""}, {""question"": ""is there a tree branch?"", ""answer"": ""yes""}, {""question"": ""what is the animals playing on?"", ""answer"": ""tree branch""}, {""question"": ""are the animals playing?"", ""answer"": ""yes""}, {""question"": ""are there two animals?"", ""answer"": ""yes""}, {""question"": ""how many animals are playing outside on a tree branch?"", ""answer"": ""2""}, {""question"": ""are the animals playing outside?"", ""answer"": ""yes""}, {""question"": ""are the animals playing outside or inside?"", ""answer"": ""outside""}]"
coco_124028,A firetruck parked outside a building in the city,"[{""question"": ""is this a firetruck?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""firetruck""}, {""question"": ""is this a city?"", ""answer"": ""yes""}, {""question"": ""is the firetruck parked outside the building?"", ""answer"": ""yes""}, {""question"": ""is the firetruck outside or inside of the building?"", ""answer"": ""outside""}]"
coco_431933,A black refridgerator has several things hanging on it.,"[{""question"": ""is this a refridgerator?"", ""answer"": ""yes""}, {""question"": ""are there things hanging on the refridgerator?"", ""answer"": ""yes""}, {""question"": ""is the refridgerator black?"", ""answer"": ""yes""}, {""question"": ""what color is the refridgerator?"", ""answer"": ""black""}, {""question"": ""are there several things hanging on the refridgerator?"", ""answer"": ""yes""}]"
coco_180858,A man with his hair tied back prepares food. ,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is the man's hair tied back?"", ""answer"": ""yes""}, {""question"": ""is the man's hair tied back or loose?"", ""answer"": ""tied back""}, {""question"": ""is there food?"", ""answer"": ""yes""}, {""question"": ""what is the man preparing?"", ""answer"": ""food""}, {""question"": ""is the man preparing food?"", ""answer"": ""yes""}, {""question"": ""what is the man doing?"", ""answer"": ""preparing""}]"
coco_714759,A man holding a cheeseburger made out of donuts.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""are the donuts made out of donuts?"", ""answer"": ""yes""}, {""question"": ""what type of food is the cheeseburger made out of?"", ""answer"": ""donuts""}, {""question"": ""is the cheeseburger made out of donuts?"", ""answer"": ""yes""}]"
coco_664706,A black cat sitting under a park bench.,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""is there a park bench?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""park bench""}, {""question"": ""is the cat sitting?"", ""answer"": ""yes""}, {""question"": ""is the cat black?"", ""answer"": ""yes""}, {""question"": ""what color is the cat?"", ""answer"": ""black""}, {""question"": ""is the cat under the park bench?"", ""answer"": ""yes""}, {""question"": ""is the cat under or next to the park bench?"", ""answer"": ""under""}]"
coco_500775,two plates of pizza and a drink on a wooden table,"[{""question"": ""are there two plates of pizza?"", ""answer"": ""yes""}, {""question"": ""is there pizza?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""pizza""}, {""question"": ""is there a drink?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""are there two plates?"", ""answer"": ""yes""}, {""question"": ""how many plates are there?"", ""answer"": ""2""}, {""question"": ""is the table wooden?"", ""answer"": ""yes""}, {""question"": ""what is the material of the table?"", ""answer"": ""wooden""}]"
coco_685273,"A group of people getting ready to go in the water, near horses.","[{""question"": ""are there people getting ready to go in the water?"", ""answer"": ""yes""}, {""question"": ""are there horses?"", ""answer"": ""yes""}, {""question"": ""what animals are near the people?"", ""answer"": ""horses""}, {""question"": ""are the people getting ready to go in the water?"", ""answer"": ""yes""}, {""question"": ""what are the people doing?"", ""answer"": ""getting ready to go in the water""}, {""question"": ""is this a group of people?"", ""answer"": ""yes""}, {""question"": ""is this a group or a single person?"", ""answer"": ""group""}, {""question"": ""are the horses near the people?"", ""answer"": ""yes""}, {""question"": ""are the horses near or far from the people?"", ""answer"": ""near""}]"
coco_224853,A man is parasailing with a red surfboard.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is parasailing?"", ""answer"": ""man""}, {""question"": ""is there a surfboard?"", ""answer"": ""yes""}, {""question"": ""is the man parasailing?"", ""answer"": ""yes""}, {""question"": ""is the surfboard red?"", ""answer"": ""yes""}, {""question"": ""what color is the surfboard?"", ""answer"": ""red""}]"
coco_744388,Closeup picture of the front of a clean motorcycle.,"[{""question"": ""is this a motorcycle?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""motorcycle""}, {""question"": ""is this a closeup picture?"", ""answer"": ""yes""}, {""question"": ""is this the front of the motorcycle?"", ""answer"": ""yes""}, {""question"": ""is this the front or the back of the motorcycle?"", ""answer"": ""front""}, {""question"": ""is the motorcycle clean?"", ""answer"": ""yes""}, {""question"": ""is the motorcycle clean or dirty?"", ""answer"": ""clean""}]"
coco_42119,one person is kite surfing at the beach,"[{""question"": ""is there a person kite surfing at the beach?"", ""answer"": ""yes""}, {""question"": ""who is kite surfing at the beach?"", ""answer"": ""person""}, {""question"": ""is there a kite?"", ""answer"": ""yes""}, {""question"": ""what is the person using to surf?"", ""answer"": ""kite""}, {""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""beach""}, {""question"": ""is the person surfing?"", ""answer"": ""yes""}, {""question"": ""is there one person?"", ""answer"": ""yes""}, {""question"": ""is the person at the beach?"", ""answer"": ""yes""}]"
coco_292872,A boat stowed up on the beaches on sand.,"[{""question"": ""is this a boat?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""boat""}, {""question"": ""is this a beaches?"", ""answer"": ""yes""}, {""question"": ""is there sand?"", ""answer"": ""yes""}, {""question"": ""what is the boat stowed up on?"", ""answer"": ""sand""}, {""question"": ""is the boat stowed up?"", ""answer"": ""yes""}, {""question"": ""is the boat stowed up on the beaches?"", ""answer"": ""yes""}]"
coco_722634,a chair and a umbrella that is on a beach,"[{""question"": ""is there a chair?"", ""answer"": ""yes""}, {""question"": ""is there an umbrella?"", ""answer"": ""yes""}, {""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""beach""}, {""question"": ""is the umbrella on the beach?"", ""answer"": ""yes""}]"
coco_251040,A stop sign gives traffic a frown face.,"[{""question"": ""is this a stop sign?"", ""answer"": ""yes""}, {""question"": ""what type of sign is this?"", ""answer"": ""stop sign""}, {""question"": ""is the stop sign giving traffic a frown face?"", ""answer"": ""yes""}, {""question"": ""does the stop sign give traffic a frown face?"", ""answer"": ""yes""}]"
coco_412481,"a beautiful, modern bathroom with a TV, chandelier and glass sinks.","[{""question"": ""is this a bathroom?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""bathroom""}, {""question"": ""is there a TV?"", ""answer"": ""yes""}, {""question"": ""is there a chandelier?"", ""answer"": ""yes""}, {""question"": ""what type of light is this?"", ""answer"": ""chandelier""}, {""question"": ""are there glass sinks?"", ""answer"": ""yes""}, {""question"": ""what type of sink is this?"", ""answer"": ""glass sinks""}, {""question"": ""is this a beautiful bathroom?"", ""answer"": ""yes""}, {""question"": ""is this a modern bathroom?"", ""answer"": ""yes""}, {""question"": ""is this a modern or an old bathroom?"", ""answer"": ""modern""}]"
coco_40037,A monorail is going down the track with people on it. ,"[{""question"": ""is this a monorail?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""monorail""}, {""question"": ""are there people on the monorail?"", ""answer"": ""yes""}, {""question"": ""is the monorail going down the track?"", ""answer"": ""yes""}, {""question"": ""is there a track?"", ""answer"": ""yes""}]"
coco_622555,A bus stop sign with a large building in the background.,"[{""question"": ""is there a bus stop sign?"", ""answer"": ""yes""}, {""question"": ""is there a building in the background?"", ""answer"": ""yes""}, {""question"": ""is the building large?"", ""answer"": ""yes""}, {""question"": ""is the building large or small?"", ""answer"": ""large""}]"
coco_625142,a brown horse in the field gazing around,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""field""}, {""question"": ""is the horse gazing around?"", ""answer"": ""yes""}, {""question"": ""what is the horse doing?"", ""answer"": ""gazing around""}, {""question"": ""is the horse brown?"", ""answer"": ""yes""}, {""question"": ""what color is the horse?"", ""answer"": ""brown""}]"
